ticker,episode_start_date,episode_end_date,category,category_changes,pattern_used,market_regime_verdict,sector_health_verdict,confidence_score,exit_reason,days_held,gross_return_pct,net_return_pct,r_multiple,n_signals_absorbed,consolidation_valid,consolidation_invalidated_reason,prior_trend_pct_gain,prior_trend_slope,prior_trend_bars,base_depth_pct,base_length_bars,contraction_slope,volume_dryup_ratio,volume_down_up_ratio,pivot_proximity,breakout_volume_ratio,dist_52w_high,dist_52w_high_invalidated_reason,rs_line_new_high,rs_line_invalidated_reason,rs_line_value,excluded_insufficient_history,RS_Rating,macd_signal
AMBER.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,11.437251189865266,11.137251189865266,1.2172124014962356,1,True,,11.78,2.3552,5.0,19.27,13.0,0.000672,0.842,0.521,11.33,0.51,21.21,,False,,0.16072,False,33.0,
LTIM.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,5.283894306794032,4.983894306794032,1.1790296175080897,1,True,,8.06,0.7327,11.0,8.51,7.0,0.000925,1.569,1.102,4.96,1.197,27.21,,False,,0.207285,False,20.0,
DEEPAKFERT.NS,2024-06-05,2024-06-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,8,10.987442854235084,10.687442854235083,1.2158701296584713,1,True,,11.04,5.5186,2.0,13.66,16.0,7e-06,0.747,0.455,4.56,0.785,22.16,,False,,0.024595,False,11.0,
TITAGARH.NS,2024-06-05,2024-06-11,MONITOR,MONITOR,,CAUTION,NEUTRAL,56.8,TARGET_HIT,4,22.805100482069808,22.505100482069807,1.233556310120412,1,True,,52.84,2.2017,24.0,37.59,12.0,0.002655,1.106,0.735,29.74,2.39,29.74,,True,,0.049517,False,84.0,
LTM.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,5.283894306793973,4.983894306793974,1.179029617508092,1,True,,8.06,0.7327,11.0,8.51,7.0,0.000925,1.569,1.102,4.96,1.197,27.21,,False,,0.207285,False,20.0,
LUPIN.NS,2024-06-05,2024-07-04,AVOID,AVOID,,CAUTION,NEUTRAL,16.2,TARGET_HIT,20,8.085668334292706,7.785668334292706,1.2036216445572523,1,True,,10.77,0.979,11.0,13.58,11.0,0.000127,1.255,0.767,5.64,1.488,5.64,,False,,0.072081,False,66.0,
DCMSHRIRAM.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,8.420616446815954,8.120616446815953,1.2054664432980071,1,True,,8.28,0.8282,10.0,12.75,12.0,0.000116,0.372,0.527,9.95,1.225,22.14,,False,,0.040444,False,9.0,
M&M.NS,2024-06-05,2024-06-18,MONITOR,MONITOR,,CAUTION,NEUTRAL,46.2,TARGET_HIT,8,7.855398350642069,7.555398350642069,1.202262128123731,1,True,,21.18,2.647,8.0,11.09,10.0,0.000417,1.011,1.554,0.46,1.079,0.46,,True,,0.121172,False,81.0,
DATAPATTNS.NS,2024-06-05,2024-06-18,AVOID,AVOID,,CAUTION,NEUTRAL,29.8,TARGET_HIT,8,20.080775313523972,19.78077531352397,1.2313254222436603,1,True,,26.87,2.6866,10.0,30.91,12.0,0.001745,1.621,0.815,28.11,1.408,28.11,,False,,0.109452,False,24.0,
DALBHARAT.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,8.060754963862006,7.760754963862007,1.2034783030024858,1,True,,9.49,1.5819,6.0,12.25,12.0,0.000559,1.893,0.693,7.8,1.436,28.62,,False,,0.076707,False,3.0,
AMBUJACEM.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,12.469719965368805,12.169719965368804,1.2199271514483512,1,True,,15.38,1.7084,9.0,23.39,9.0,0.002633,2.462,1.09,11.49,1.677,11.49,,True,,0.026476,False,34.0,
BAJAJFINSV.NS,2024-06-05,2024-07-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,29,7.2158811390717394,6.91588113907174,1.1980312947549152,1,True,,4.11,0.4113,10.0,12.4,9.0,0.001198,2.635,1.39,6.31,1.128,12.83,,False,,0.067094,False,23.0,
TIINDIA.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,10.981574092853341,10.68157409285334,1.2158518900087345,1,True,,7.03,3.5145,2.0,9.89,9.0,0.001473,0.994,0.733,4.36,1.35,10.76,,False,,0.164224,False,27.0,
AJANTPHARM.NS,2024-06-05,2024-07-30,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,37,9.31304960575622,9.013049605756219,1.209733920050398,1,True,,3.33,0.6667,5.0,13.8,7.0,0.002468,1.77,0.589,5.01,1.035,8.42,,False,,0.102837,False,61.0,
LICHSGFIN.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,12.019035679362927,11.719035679362927,1.218799493569698,1,True,,9.83,2.457,4.0,20.53,14.0,0.000707,0.998,0.776,9.22,1.425,9.22,,False,,0.027511,False,64.0,
DMART.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,NEUTRAL,26.0,TIME_EXIT,40,0.9758856496477931,0.6758856496477932,0.10706357891106462,1,True,,8.22,1.3693,6.0,13.68,11.0,0.000521,1.493,0.381,1.26,3.771,1.26,,False,,0.21495,False,65.0,
LEMONTREE.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,4.739471805852973,4.439471805852973,0.4862159929551724,1,True,,10.11,1.2641,8.0,17.38,10.0,0.001433,1.589,1.28,7.43,0.992,11.33,,False,,0.006194,False,28.0,
KARURVYSYA.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,11.273781582421174,10.973781582421173,1.216736981973757,1,True,,14.33,1.303,11.0,20.26,7.0,0.002533,2.194,0.938,5.71,1.452,7.29,,False,,0.008579,False,72.0,
ADANIPOWER.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,WEAK,23.6,TIME_EXIT,40,-0.041285350581427877,-0.34128535058142784,-0.02252603899403435,1,True,,25.87,2.3521,11.0,28.56,10.0,0.00375,2.722,1.249,18.89,2.639,18.89,,True,,0.007709,False,93.0,
KAYNES.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,17.608411644892787,17.308411644892786,1.228703360214277,1,True,,50.32,6.2897,8.0,22.77,12.0,0.001633,1.918,1.361,20.4,2.689,20.4,,False,,0.128225,False,75.0,
ELECON.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,15.118247578836902,14.818247578836901,1.2251955378396537,1,True,,29.19,2.6535,11.0,19.74,8.0,0.002685,1.192,0.988,15.54,1.694,19.37,,False,,0.022213,False,40.0,
UBL.NS,2024-06-05,2024-06-11,AVOID,AVOID,,CAUTION,NEUTRAL,37.6,TARGET_HIT,4,7.4659489216911625,7.165948921691163,1.19977195746538,1,True,,26.37,1.014,26.0,13.1,29.0,-7.8e-05,1.077,0.767,4.24,2.716,4.24,,False,,0.089152,False,63.0,
KEC.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,NEUTRAL,30.2,TARGET_HIT,3,11.031965799883125,10.731965799883124,1.2160078714163554,1,True,,13.55,2.2586,6.0,17.35,12.0,0.000789,0.452,0.863,11.34,1.871,14.18,,False,,0.031825,False,26.0,
KEI.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,12.561997082169027,12.261997082169026,1.2201480586608093,1,True,,16.78,1.3982,12.0,22.4,9.0,0.001665,0.918,1.809,6.0,1.603,6.0,,False,,0.180771,False,73.0,
EIHOTEL.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,-0.784034212401985,-1.084034212401985,-0.09610443084832992,1,True,,14.89,1.2408,12.0,24.53,21.0,0.00026,0.928,0.617,15.82,2.268,16.19,,False,,0.018607,False,70.0,
KFINTECH.NS,2024-06-05,2024-07-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,24,13.380586866655294,13.080586866655294,1.2219743234181684,1,True,,8.04,1.6073,5.0,19.77,6.0,0.002923,13.379,4.773,10.46,0.415,15.58,,False,,0.030678,False,81.0,
TVSMOTOR.NS,2024-06-05,2024-07-31,AVOID,AVOID,,CAUTION,NEUTRAL,35.2,TARGET_HIT,38,8.320884754737778,8.020884754737777,1.2049326771066637,1,True,,18.37,1.3122,14.0,12.7,7.0,0.001039,1.705,1.621,0.77,1.452,0.77,,True,,0.103968,False,51.0,
EIDPARRY.NS,2024-06-05,2024-06-06,AVOID,AVOID,is_ascending_triangle_breakout,CAUTION,NEUTRAL,39.2,TARGET_HIT,1,9.016920647165625,8.716920647165624,1.6885068716695888,1,True,,8.81,0.9784,9.0,17.43,24.0,0.000132,2.67,0.77,4.41,1.961,4.41,,True,,0.030638,False,46.0,
KIRLOSENG.NS,2024-06-05,2024-06-18,MONITOR,MONITOR,,CAUTION,NEUTRAL,44.0,TARGET_HIT,8,17.34535077180059,17.04535077180059,1.2283803737996666,1,True,,41.52,3.7748,11.0,20.96,11.0,0.001289,0.376,0.623,12.25,1.266,12.25,,False,,0.053494,False,95.0,
EICHERMOT.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,NEUTRAL,21.4,TARGET_HIT,7,7.333648044351798,7.033648044351798,1.1988658307936086,1,True,,8.39,0.9317,9.0,13.33,9.0,0.000811,0.944,1.615,6.7,0.66,6.7,,False,,0.202428,False,32.0,
MANAPPURAM.NS,2024-06-05,2024-06-13,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,6,10.540210862508218,10.240210862508217,1.2144219641436338,1,True,,14.12,2.3528,6.0,17.12,14.0,0.000242,0.9,1.024,10.54,0.8,18.72,,False,,0.007449,False,45.0,
AEGISLOG.NS,2024-06-05,2024-06-06,AVOID,AVOID,,CAUTION,WEAK,13.4,TARGET_HIT,1,17.234368344208796,16.934368344208796,1.2282411520683314,1,True,,36.26,2.7896,13.0,19.97,7.0,0.001791,0.717,0.578,9.67,0.732,9.67,,False,,0.031187,False,92.0,
KOTAKBANK.NS,2024-06-05,2024-06-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,15,6.185712650553938,5.8857126505539386,1.189376427392499,1,True,,7.09,0.5909,12.0,16.35,30.0,-0.000338,1.945,1.82,6.9,2.112,13.57,,False,,0.014994,False,22.0,
ECLERX.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,9.255231635752246,8.955231635752245,1.2094823755084203,1,True,,13.38,6.692,2.0,12.43,15.0,-0.000381,2.396,2.906,11.8,1.514,24.71,,False,,0.047084,False,38.0,
KPIL.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,NEUTRAL,25.2,TARGET_HIT,2,14.101796907754835,13.801796907754834,1.2234076442560455,1,True,,17.03,2.8388,6.0,27.13,12.0,0.000972,1.587,0.887,17.73,0.657,17.73,,False,,0.04883,False,76.0,
E2E.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,10.661591720227557,10.361591720227556,1.2148270155300982,1,True,,15.94,7.971,2.0,35.08,22.0,-0.000717,1.308,0.661,0.0,1.162,0.0,,True,,0.007011,False,98.0,
TRITURBINE.NS,2024-06-05,2024-07-18,AVOID,AVOID,,CAUTION,NEUTRAL,19.6,TARGET_HIT,29,16.547396822775475,16.247396822775475,1.2273378251566511,1,True,,30.49,1.5244,20.0,24.12,14.0,0.001253,1.141,1.068,16.9,1.194,16.9,,False,,0.024838,False,48.0,
KPITTECH.NS,2024-06-05,2024-06-21,AVOID,AVOID,,CAUTION,WEAK,24.4,TARGET_HIT,11,11.115383816927585,10.815383816927584,1.2162629733550967,1,True,,13.51,1.3507,10.0,19.98,8.0,0.001751,1.302,0.598,10.72,1.998,18.21,,False,,0.063779,False,47.0,
AFFLE.NS,2024-06-05,2024-06-11,AVOID,AVOID,,CAUTION,WEAK,19.4,TARGET_HIT,4,10.840471895505958,10.540471895505958,1.215407409971198,1,True,,24.19,2.0159,12.0,18.71,8.0,0.001012,1.369,3.022,15.17,0.51,17.26,,False,,0.048903,False,47.0,
KPRMILL.NS,2024-06-05,2024-06-20,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,10,9.73945025770595,9.43945025770595,1.2114968001193611,1,True,,10.98,2.1964,5.0,13.4,14.0,4.2e-05,0.592,0.363,4.97,1.01,12.15,,False,,0.036045,False,18.0,
TRIDENT.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,9.378058207423553,9.078058207423553,1.2100130440965733,1,True,,10.87,1.8116,6.0,17.89,13.0,2.3e-05,1.036,0.435,10.29,0.767,30.81,,False,,0.001618,False,6.0,
LALPATHLAB.NS,2024-06-05,2024-07-09,AVOID,AVOID,,CAUTION,NEUTRAL,24.2,TARGET_HIT,23,7.388524509204281,7.088524509204281,1.1992456173715271,1,True,,12.24,2.0397,6.0,21.41,27.0,-5.1e-05,0.929,0.4,0.93,1.132,0.93,,False,,0.061105,False,46.0,
LAURUSLABS.NS,2024-06-05,2024-07-05,AVOID,AVOID,,CAUTION,NEUTRAL,36.6,TARGET_HIT,21,9.416731376515434,9.116731376515434,1.2101772648060019,1,True,,8.49,0.7722,11.0,16.29,11.0,0.000831,2.206,0.724,7.45,2.69,9.52,,False,,0.018839,False,33.0,
AIAENG.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,6.735081801674631,6.435081801674631,1.1943213889537683,1,True,,4.68,1.17,4.0,9.69,29.0,-8.3e-05,2.798,2.092,7.33,1.013,20.94,,False,,0.161817,False,14.0,
TRENT.NS,2024-06-05,2024-06-18,ALERT_WATCHLIST,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,53.6,TARGET_HIT,8,14.311541531646322,14.011541531646321,1.5919240795894418,1,True,,9.64,1.0706,9.0,14.92,9.0,0.001013,1.825,1.229,0.57,1.744,0.57,,True,,0.216787,False,93.0,NEUTRAL
TTML.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,10.198798670729706,9.898798670729706,1.2132309635568899,1,True,,7.48,3.7424,2.0,18.38,16.0,-2.1e-05,0.355,0.99,10.29,1.26,34.46,,False,,0.003161,False,24.0,
TATACONSUM.NS,2024-06-05,2024-06-24,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,12,-5.395388944055299,-5.695388944055299,-1.0556030349453385,1,True,,7.12,1.1869,6.0,11.3,10.0,0.000261,1.915,0.657,1.52,3.513,9.98,,False,,0.050503,False,52.0,
MANKIND.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,40,-8.461369927360266,-8.761369927360267,-1.0354552516407463,1,True,,2.58,0.123,21.0,15.99,15.0,-0.000292,4.871,0.351,6.23,0.278,13.42,,False,,0.095304,False,44.0,
DABUR.NS,2024-06-05,2024-08-02,AVOID,AVOID,is_flat_base_breakout,CAUTION,NEUTRAL,36.0,TIME_EXIT,40,7.374454615450407,7.074454615450407,0.7925481543242746,1,True,,15.88,1.1345,14.0,16.12,22.0,0.000198,1.629,0.502,5.23,5.347,5.23,,False,,0.026536,False,40.0,
MPHASIS.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,7.984546587612251,7.684546587612251,1.2030342774151002,1,True,,13.05,1.3046,10.0,11.86,8.0,0.00081,1.133,0.369,4.81,2.462,16.76,,False,,0.104424,False,36.0,
MRF.NS,2024-06-05,2024-07-24,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,33,6.30709921524244,6.00709921524244,1.1905431899511374,1,True,,7.87,0.5621,14.0,12.39,8.0,0.00105,1.693,0.887,3.64,1.091,15.51,,False,,5.65684,False,14.0,
APARINDS.NS,2024-06-05,2024-06-13,MONITOR,MONITOR,,CAUTION,NEUTRAL,41.0,TARGET_HIT,6,13.01998060883571,12.719980608835709,1.2211981137863206,1,True,,14.9,7.4487,2.0,21.84,17.0,0.000109,1.25,0.922,9.45,0.718,9.45,,False,,0.336204,False,80.0,
CONCOR.NS,2024-06-05,2024-06-12,MONITOR,MONITOR,,CAUTION,NEUTRAL,48.2,TARGET_HIT,5,15.619562036718044,15.319562036718043,1.2259916443803967,1,True,,14.5,1.4503,10.0,25.36,9.0,0.003474,1.5,0.705,15.83,3.056,15.83,,True,,0.04391,False,41.0,
TATATECH.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,-3.670615653524952,-3.970615653524952,-0.7131490333651771,1,True,,11.03,1.1035,10.0,11.98,8.0,0.000753,1.605,1.324,7.72,0.975,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
MRPL.NS,2024-06-05,2024-07-09,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,23,15.871228235329285,15.571228235329285,1.2263723390250767,1,True,,11.58,1.2865,9.0,23.58,9.0,0.001963,1.171,0.667,10.6,0.721,31.2,,False,,0.008797,False,88.0,
COLPAL.NS,2024-06-05,2024-07-23,ALERT_WATCHLIST,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,60.2,TARGET_HIT,32,10.481581498407422,10.181581498407422,1.1882936086240905,1,True,,14.51,1.0366,14.0,14.47,22.0,-0.00018,1.163,0.933,3.55,2.394,3.55,,True,,0.130858,False,76.0,NEUTRAL
MSUMI.NS,2024-06-05,2024-06-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,7.969106441997746,7.669106441997746,1.2029432813164933,1,True,,7.33,1.833,4.0,12.25,14.0,0.000122,1.509,2.068,9.65,2.598,14.24,,False,,0.002836,False,8.0,
TATASTEEL.NS,2024-06-05,2024-07-23,AVOID,AVOID,,CAUTION,NEUTRAL,9.8,STOP_HIT,32,-7.788782278344356,-8.088782278344356,-1.0385169323366643,1,True,,12.43,1.2433,10.0,16.63,8.0,0.002338,1.732,0.886,4.78,1.185,4.78,,False,,0.00748,False,49.0,
NAM-INDIA.NS,2024-06-05,2024-06-06,AVOID,AVOID,,CAUTION,NEUTRAL,31.2,TARGET_HIT,1,13.772460329078081,13.47246032907808,1.2227717494884867,1,True,,12.55,1.7922,7.0,21.71,10.0,0.001995,3.074,0.937,14.19,6.149,14.19,,False,,0.024135,False,81.0,
COFORGE.NS,2024-06-05,2024-06-28,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,16,8.072819884188178,7.772819884188178,1.2035478302031108,1,True,,23.93,1.9938,12.0,11.11,8.0,0.000561,0.865,0.642,3.46,0.5,25.09,,False,,0.046008,False,22.0,
NATCOPHARM.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,NEUTRAL,25.0,TARGET_HIT,3,8.908021531630537,8.608021531630536,1.2079031102845394,1,True,,14.07,1.1727,12.0,13.45,7.0,0.001235,3.804,1.232,7.71,2.04,8.4,,False,,0.04488,False,50.0,
APLAPOLLO.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,10.810961894261304,10.510961894261303,1.2153129847586417,1,True,,20.15,2.8779,7.0,18.84,11.0,0.001456,1.359,0.976,14.83,1.161,18.19,,False,,0.065101,False,9.0,
TCS.NS,2024-06-05,2024-06-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,15,4.987192349175032,4.6871923491750325,1.1748073918660802,1,True,,2.58,0.645,4.0,8.11,8.0,0.000506,2.079,1.143,4.14,1.259,11.95,,False,,0.165623,False,39.0,
TATAPOWER.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,40,10.99812898197388,10.698128981973879,1.215903291313038,1,True,,14.22,1.5803,9.0,19.21,9.0,0.002231,1.521,0.907,8.09,1.604,8.92,,False,,0.018691,False,75.0,
NATIONALUM.NS,2024-06-05,2024-07-08,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,22,16.96537661814479,16.66537661814479,1.227896158249801,1,True,,22.25,2.0229,11.0,28.67,7.0,0.004843,2.247,1.502,14.61,1.562,14.61,,False,,0.007787,False,79.0,
NAUKRI.NS,2024-06-05,2024-06-25,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,13,10.837428524301236,10.537428524301236,1.215397695665618,1,True,,16.67,3.3331,5.0,19.79,10.0,0.001122,0.91,0.856,8.39,1.317,8.39,,False,,0.052559,False,76.0,
CLEAN.NS,2024-06-05,2024-06-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,6.630769791734532,6.330769791734532,1.1934454804225831,1,True,,11.39,1.6279,7.0,12.55,10.0,0.000567,0.792,0.608,8.63,0.668,19.93,,False,,0.057413,False,5.0,
TATAINVEST.NS,2024-06-05,2024-06-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,8,9.11321623490468,8.81321623490468,1.2088509709049011,1,True,,11.77,0.981,12.0,14.17,9.0,0.000467,1.671,1.198,9.48,1.49,36.23,,False,,0.028694,False,92.0,
NAVA.NS,2024-06-05,2024-06-06,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,1,10.799791414452816,10.499791414452815,1.2152771071579997,1,True,,10.67,2.6671,4.0,15.48,14.0,-8e-05,1.455,1.475,4.8,1.229,5.76,,False,,0.011416,False,56.0,
NAVINFLUOR.NS,2024-06-05,2024-06-19,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,9,10.250258517433208,9.950258517433207,1.2134155568503737,1,True,,9.18,1.5296,6.0,16.91,12.0,0.000771,0.505,0.842,4.64,0.945,30.44,,False,,0.145913,False,5.0,
CIEINDIA.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,9.18864998791437,8.88864998791437,1.2091887817586657,1,True,,19.0,1.7275,11.0,12.7,8.0,0.000453,0.39,1.609,3.74,0.527,7.46,,False,,0.023718,False,21.0,
NBCC.NS,2024-06-05,2024-06-11,MONITOR,MONITOR,,CAUTION,NEUTRAL,43.6,TARGET_HIT,4,15.623039028685163,15.323039028685162,1.2259969875699948,1,True,,20.78,1.8893,11.0,21.76,11.0,0.00151,1.512,1.126,16.63,2.334,26.46,,False,,0.005749,False,93.0,
TATAELXSI.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,WEAK,0.0,TARGET_HIT,7,7.103488806722652,6.803488806722652,1.1972090390787826,1,True,,7.89,0.9867,8.0,15.18,10.0,0.000926,2.27,0.935,9.0,0.877,25.23,,False,,0.304102,False,20.0,
NCC.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,15.786371578443623,15.486371578443622,1.2262453329989988,1,True,,27.52,3.4401,8.0,20.53,11.0,0.001705,1.06,0.722,8.0,2.033,8.0,,True,,0.012809,False,85.0,
CHOICEIN.NS,2024-06-05,2024-06-26,AVOID,AVOID,,CAUTION,NEUTRAL,17.6,TARGET_HIT,14,10.00795570101402,9.707955701014019,1.2125298101627278,1,True,,41.58,1.2601,33.0,16.14,23.0,0.000126,0.886,0.536,5.44,1.209,5.44,,True,,0.015634,False,88.0,
NESTLEIND.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,-0.587684522979459,-0.887684522979459,-0.18143763928866333,1,True,,4.66,1.1662,4.0,9.58,20.0,-8.4e-05,0.765,0.8,2.49,2.38,8.87,,False,,0.054445,False,36.0,
APOLLOTYRE.NS,2024-06-05,2024-06-25,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,13,9.295451846063829,8.995451846063828,1.2096576899961247,1,True,,11.11,2.2222,5.0,15.88,11.0,0.000159,0.964,1.743,7.81,0.549,15.73,,False,,0.020784,False,11.0,
COCHINSHIP.NS,2024-06-05,2024-06-14,MONITOR,MONITOR,,CAUTION,NEUTRAL,44.2,TARGET_HIT,7,19.908106479186348,19.608106479186347,1.2311634521649724,1,True,,79.79,7.9795,10.0,22.35,8.0,0.002298,0.743,0.592,19.78,0.813,19.78,,False,,0.074471,False,96.0,
ANANDRATHI.NS,2024-06-05,2024-07-22,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,31,-8.043814963784044,-8.343814963784045,-1.0372957360842712,1,True,,4.37,1.0914,4.0,17.64,23.0,-0.000136,0.467,1.11,7.13,0.823,7.13,,False,,0.041612,False,97.0,
CONCORDBIO.NS,2024-06-05,2024-07-04,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,20,11.516018906869515,11.216018906869515,1.2174366633962113,1,True,,7.54,0.9419,8.0,13.26,6.0,0.001155,0.386,2.479,2.86,0.321,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
MOTILALOFS.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,14.450888865539122,14.150888865539121,1.2240500391713454,1,True,,16.2,2.7005,6.0,21.65,13.0,0.000604,0.725,1.066,7.46,1.245,16.24,,False,,0.02681,False,97.0,
THERMAX.NS,2024-06-05,2024-08-02,MONITOR,MONITOR,,CAUTION,NEUTRAL,57.8,TIME_EXIT,40,-2.8534118151519214,-3.1534118151519213,-0.2518110137425949,1,True,,21.99,7.3306,3.0,17.12,16.0,0.000652,4.171,2.361,9.99,0.915,9.99,,True,,0.226818,False,89.0,
MARICO.NS,2024-06-05,2024-06-13,AVOID,AVOID,,CAUTION,NEUTRAL,21.0,STOP_HIT,6,-5.701139334508574,-6.001139334508574,-1.052621060878853,1,True,,23.68,1.3929,17.0,12.72,17.0,-6.5e-05,0.803,0.348,3.25,3.984,3.25,,False,,0.028536,False,55.0,
MARKSANS.NS,2024-06-05,2024-07-05,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,21,15.427881342145449,15.127881342145448,1.2256933572612074,1,True,,14.68,1.631,9.0,25.71,10.0,0.00296,3.025,2.632,15.51,0.753,20.3,,False,,0.006536,False,43.0,
CUPID.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,1.084404695360532,0.7844046953605319,0.07030814121855967,1,True,,12.81,6.4033,2.0,15.99,8.0,0.00081,1.433,,13.57,0.499,39.14,,False,,0.000901,False,98.0,
MARUTI.NS,2024-06-05,2024-07-31,AVOID,AVOID,,CAUTION,NEUTRAL,20.4,TARGET_HIT,38,6.905662762979654,6.605662762979654,1.1956967400710132,1,True,,6.17,0.881,7.0,11.46,8.0,0.000846,1.062,1.244,4.26,0.91,4.37,,False,,0.552715,False,27.0,
MAXHEALTH.NS,2024-06-05,2024-06-13,AVOID,AVOID,,CAUTION,NEUTRAL,0.0,TARGET_HIT,6,10.453173749198474,10.153173749198473,1.2141257278413866,1,True,,10.9,1.3623,8.0,14.34,11.0,0.000361,1.379,0.924,5.22,1.225,9.64,,False,,0.03635,False,59.0,
ANANTRAJ.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,STRONG,36.8,TARGET_HIT,3,12.61239020592565,12.312390205925649,1.2202673328467268,1,True,,12.11,1.346,9.0,21.85,12.0,0.001337,0.65,1.107,13.05,0.824,13.05,,False,,0.015698,False,59.0,
TEJASNET.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,15.02755794945224,14.727557949452239,1.2250458456882107,1,True,,16.92,1.0578,16.0,17.24,6.0,0.002707,1.563,1.067,6.86,1.351,9.62,,False,,0.049783,False,86.0,
