ticker,episode_start_date,episode_end_date,category,category_changes,pattern_used,market_regime_verdict,sector_health_verdict,confidence_score,exit_reason,days_held,gross_return_pct,net_return_pct,r_multiple,n_signals_absorbed,consolidation_valid,consolidation_invalidated_reason,prior_trend_pct_gain,prior_trend_slope,prior_trend_bars,base_depth_pct,base_length_bars,contraction_slope,volume_dryup_ratio,volume_down_up_ratio,pivot_proximity,breakout_volume_ratio,dist_52w_high,dist_52w_high_invalidated_reason,rs_line_new_high,rs_line_invalidated_reason,rs_line_value,excluded_insufficient_history,RS_Rating,macd_signal
CIEINDIA.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-5.080966624243026,-5.380966624243026,-1.0590438832187161,2,True,,15.46,0.7363,21.0,8.71,14.0,-0.000274,1.1,0.921,3.13,0.587,15.03,,False,,0.02346,False,28.0,
NCC.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-7.116725401059836,-7.416725401059836,-1.0421542188427453,2,True,,27.28,1.5155,18.0,11.65,14.0,-0.000575,0.831,0.93,3.55,0.698,3.55,,False,,0.008401,False,79.0,
NBCC.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-8.080983502249484,-8.380983502249485,-1.0371241940930198,2,True,,8.82,4.4084,2.0,22.95,19.0,-7.2e-05,0.601,0.356,3.44,1.066,3.44,,True,,0.003808,False,86.0,
CIPLA.NS,2023-12-11,2023-12-28,AVOID,AVOID,,CAUTION,NEUTRAL,15.2,TARGET_HIT,12,4.981738155861228,4.681738155861228,1.1747250681855308,3,True,,13.39,0.7046,19.0,9.27,13.0,-0.000136,2.853,0.965,6.33,0.832,6.33,,False,,0.05726,False,26.0,
NSLNISP.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,8.472783929052111,8.17278392905211,1.205740639305794,1,True,,12.52,1.2516,10.0,14.29,17.0,-7.6e-05,0.986,0.516,2.07,1.018,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
CREDITACC.NS,2023-12-11,2024-02-07,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,60.06930693069308,59.769306930693084,0.9323273915155306,8,True,,77.22,6.4353,12.0,44.79,13.0,0.00276,0.463,956.249,43.73,0.0,43.73,,False,,0.048102,False,14.0,
POLICYBZR.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-7.838166489464542,-8.138166489464542,-1.0382742571752255,2,True,,34.73,1.3359,26.0,10.22,6.0,0.000323,1.773,1.556,9.2,1.428,9.2,,False,,0.038532,False,61.0,
POLYCAB.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-4.626361268234523,-4.926361268234523,-1.0648457789191381,2,True,,12.93,0.6803,19.0,9.81,13.0,0.00015,3.081,0.389,0.32,1.286,0.32,,False,,0.271083,False,78.0,
SHYAMMETL.NS,2023-12-11,2023-12-21,MONITOR,"ALERT_WATCHLIST,MONITOR",,CAUTION,NEUTRAL,45.4,TARGET_HIT,8,7.8035716891123705,7.503571689112371,1.2019450816959594,2,True,,15.16,1.0106,15.0,17.41,18.0,5.4e-05,1.935,0.261,1.74,1.407,1.74,,True,,0.025023,False,77.0,
SHRIRAMFIN.NS,2023-12-11,2023-12-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,59.573434823115036,59.27343482311504,1.2437052479664223,1,True,,56.98,7.1228,8.0,34.68,8.0,-0.004273,0.002,1.189,31.14,0.004,48.75,,False,,0.009562,False,4.0,
BAJAJFINSV.NS,2023-12-11,2023-12-26,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,10,-3.435905458147661,-3.735905458147661,-1.0873132289739234,2,True,,5.23,2.6147,2.0,10.73,24.0,-0.000243,0.793,0.849,1.23,0.812,1.23,,False,,0.081097,False,40.0,
BAJAJHLDNG.NS,2023-12-11,2023-12-12,ALERT_WATCHLIST,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,64.0,TARGET_HIT,1,7.748004962581105,7.448004962581106,1.2016004440096435,1,True,,7.73,0.644,12.0,20.85,34.0,-1.5e-05,0.705,0.691,6.64,1.613,6.64,,False,,0.372342,False,45.0,BULLISH_ALIGNMENT
SHREECEM.NS,2023-12-11,2024-01-05,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,18,-3.624805665876915,-3.924805665876915,-1.0827630575686114,4,True,,5.69,0.8134,7.0,9.8,24.0,-6.5e-05,1.05,0.728,0.28,1.003,0.28,,False,,1.347929,False,29.0,
SHILPAMED.NS,2023-12-11,2023-12-29,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,13,-8.006769563601313,-8.306769563601314,-1.0374682944996692,3,True,,13.85,1.539,9.0,10.23,12.0,-0.000116,0.67,0.361,8.89,0.425,8.89,,False,,0.008515,False,44.0,
BAJFINANCE.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,6,4.698790975021156,4.398790975021156,1.1701922362596036,2,True,,3.91,0.6517,6.0,9.28,24.0,-9.4e-05,1.288,0.739,4.55,0.481,10.98,,False,,0.034587,False,24.0,
SCI.NS,2023-12-11,2024-01-03,AVOID,"AVOID,MONITOR",,CAUTION,,0.0,TARGET_HIT,16,9.5650324526561,9.265032452656099,1.2107946965307077,4,True,,6.88,2.2945,3.0,21.4,18.0,2.6e-05,2.516,0.476,3.73,1.059,3.73,,False,,0.007682,False,54.0,
SIEMENS.NS,2023-12-11,2023-12-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,4.872909897478665,4.572909897478665,1.1730439290096377,1,True,,4.77,2.3828,2.0,17.29,42.0,-6.3e-05,1.072,1.05,0.97,0.53,4.49,,False,,0.105626,False,30.0,
BALKRISIND.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-4.677599092292202,-4.977599092292202,-1.0641354665247698,2,True,,7.6,1.5191,5.0,5.56,9.0,0.00019,1.011,0.744,3.94,2.411,4.11,,False,,0.122515,False,26.0,
SCHAEFFLER.NS,2023-12-11,2024-01-05,AVOID,AVOID,,CAUTION,NEUTRAL,26.0,TARGET_HIT,18,5.5045104260065525,5.204510426006553,1.181874050373622,4,True,,6.88,2.2925,3.0,11.6,12.0,-0.000522,0.667,0.864,0.26,0.739,17.42,,False,,0.146542,False,5.0,
BALRAMCHIN.NS,2023-12-11,2024-02-07,AVOID,AVOID,,CAUTION,NEUTRAL,18.6,TIME_EXIT,40,1.057934508816118,0.757934508816118,0.09934788471686391,8,True,,14.36,1.3051,11.0,20.97,8.0,0.002545,3.031,1.676,18.3,1.19,18.3,,False,,0.018907,False,18.0,
SBIN.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,3.741832906472959,3.441832906472959,1.1497817354828144,1,True,,8.25,0.5498,15.0,10.45,17.0,8e-06,1.333,0.895,0.91,0.798,2.43,,False,,0.029254,False,23.0,
BANDHANBNK.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,5.71556395137842,5.41556395137842,1.1843896764711104,1,True,,4.61,1.1533,4.0,13.16,17.0,9.6e-05,1.902,0.637,2.26,1.275,12.52,,False,,0.011333,False,14.0,
SBILIFE.NS,2023-12-11,2023-12-20,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,43.6,STOP_HIT,7,-3.674555925044344,-3.974555925044344,-1.081642518475584,2,True,,6.76,1.6889,4.0,10.99,28.0,-4e-05,1.085,0.504,1.54,0.594,1.54,,False,,0.069562,False,43.0,
SBICARD.NS,2023-12-11,2024-01-23,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,30,-4.082650576694129,-4.382650576694129,-1.0734816743104478,6,True,,6.09,0.4681,13.0,7.87,17.0,-0.000188,1.865,1.021,3.39,0.825,18.99,,False,,0.035995,False,7.0,
SBFC.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,8.344718437093755,8.044718437093755,1.2050613956807636,1,True,,8.13,2.7096,3.0,6.65,6.0,-0.000649,0.774,0.411,2.65,0.91,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
BANKBARODA.NS,2023-12-11,2023-12-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,5.640898386881618,5.340898386881618,1.1835212275987652,1,True,,4.9,0.7006,7.0,11.28,17.0,2e-06,0.92,0.716,0.94,1.042,2.03,,False,,0.010249,False,45.0,
SCHNEIDER.NS,2023-12-11,2023-12-13,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,8.811910516063818,8.511910516063818,1.207443961860894,1,True,,8.22,4.1084,2.0,17.09,15.0,-0.000411,2.289,0.206,0.96,4.387,1.61,,True,,0.018603,False,84.0,
BAJAJ-AUTO.NS,2023-12-11,2023-12-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,4.34480337313035,4.0448033731303505,1.1636899951976878,1,True,,26.81,0.654,41.0,3.7,6.0,2.4e-05,0.783,1.557,1.28,0.386,1.28,,False,,0.292345,False,67.0,
SIGNATURE.NS,2023-12-11,2023-12-27,AVOID,"AVOID,MONITOR",,CAUTION,,0.0,TARGET_HIT,11,6.237807993294765,5.937807993294765,1.1898827279706095,3,False,INSUFFICIENT_PIVOTS,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,True,,
SJVN.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,NEUTRAL,38.4,TARGET_HIT,4,10.200508072073163,9.900508072073162,1.2132371253127403,1,True,,23.97,2.6639,9.0,21.23,23.0,-0.00027,0.981,0.527,2.66,0.672,2.66,,True,,0.00427,False,92.0,
SUNTV.NS,2023-12-11,2023-12-20,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,41.8,TARGET_HIT,7,5.897195628736911,5.597195628736912,1.186410452762901,2,True,,7.5,1.875,4.0,6.91,16.0,-6.7e-05,0.973,1.112,4.38,1.006,4.38,,False,,0.032059,False,59.0,
ASTRAL.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-4.192207873822289,-4.492207873822289,-1.0715613368967964,2,True,,13.67,0.5259,26.0,5.23,6.0,0.000422,0.896,0.598,3.22,0.766,9.16,,False,,0.092899,False,12.0,
SUNPHARMA.NS,2023-12-11,2024-01-02,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,15,3.988035636577868,3.6880356365778684,1.1559687439699515,3,True,,4.76,0.6801,7.0,15.08,37.0,-8.3e-05,0.919,0.839,1.32,0.789,1.32,,False,,0.059122,False,37.0,
SUNDARMFIN.NS,2023-12-11,2023-12-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,8.012259502882218,7.712259502882218,1.2031967231134866,1,True,,11.04,2.2083,5.0,7.46,6.0,-0.000234,0.497,0.563,4.19,1.008,4.19,,False,,0.157357,False,65.0,
ATGL.NS,2023-12-11,2023-12-13,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,2,-11.252659877597546,-11.552659877597547,-1.026660363261957,1,True,,3.35,1.1153,3.0,58.15,18.0,0.002187,8.326,0.253,6.93,0.969,70.7,,False,,0.055824,False,66.0,
SUMICHEM.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,NEUTRAL,11.0,STOP_HIT,7,-4.285997967399684,-4.585997967399684,-1.0699953668391518,2,True,,6.66,0.7397,9.0,9.68,17.0,-8.7e-05,0.737,0.867,2.55,1.081,17.62,,False,,0.019579,False,5.0,
STARHEALTH.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-5.8562109414653225,-6.156210941465322,-1.0512276629032995,2,True,,9.33,0.8478,11.0,6.32,10.0,0.000578,2.722,0.616,5.72,0.686,18.3,,False,,0.026266,False,8.0,
ATUL.NS,2023-12-11,2024-01-23,ALERT_WATCHLIST,"ALERT_WATCHLIST,AVOID",is_ascending_triangle_breakout,CAUTION,NEUTRAL,45.8,STOP_HIT,30,-4.4691047205013765,-4.769104720501376,-1.0671275386821422,6,True,,10.42,1.0421,10.0,6.58,18.0,-0.000148,0.662,0.769,1.94,1.58,22.92,,False,,0.323647,False,4.0,BULLISH_ALIGNMENT
SRF.NS,2023-12-11,2023-12-12,ALERT_WATCHLIST,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,57.4,TARGET_HIT,1,4.661927510672774,4.361927510672774,1.16956116882095,1,True,,4.7,0.7825,6.0,17.04,38.0,-0.000131,0.888,0.653,3.12,2.272,7.75,,False,,0.115814,False,12.0,BULLISH_ALIGNMENT
AUBANK.NS,2023-12-11,2023-12-22,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,40.2,TARGET_HIT,9,5.62901841558952,5.329018415589521,1.1833809250008047,2,True,,18.08,1.2056,15.0,7.42,15.0,-0.000115,0.692,1.021,3.55,0.987,6.95,,False,,0.035231,False,26.0,
SPLPETRO.NS,2023-12-11,2024-01-18,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,27,-5.38887451278005,-5.68887451278005,-1.0556702516060694,6,True,,6.23,0.8896,7.0,5.0,6.0,-0.00064,0.804,1.231,3.95,0.673,9.85,,False,,0.026532,False,62.0,
AUROPHARMA.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,6.435852722204895,6.135852722204895,1.1917326629140896,2,True,,26.96,1.2837,21.0,5.98,7.0,3.5e-05,0.774,0.724,5.21,1.122,5.21,,False,,0.047838,False,82.0,
SONATSOFTW.NS,2023-12-11,2024-01-03,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,66.6,STOP_HIT,16,-6.691400928343762,-6.9914009283437615,-1.0448336608749964,4,True,,35.35,1.8603,19.0,15.82,14.0,-9.3e-05,1.301,0.692,5.04,1.114,5.04,,False,,0.035948,False,83.0,
AVALON.NS,2023-12-11,2023-12-26,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,10,7.366792033910471,7.066792033910471,1.199095888919651,2,True,,-6.14,-0.2047,30.0,10.63,24.0,-0.000933,0.626,0.742,0.88,1.638,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
SONACOMS.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-5.027101619166587,-5.327101619166587,-1.0596765338612222,2,True,,23.72,1.4828,16.0,8.72,17.0,-0.000175,0.899,0.613,5.61,0.298,8.94,,False,,0.027147,False,19.0,
SOLARINDS.NS,2023-12-11,2024-01-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,22,11.168550723644415,10.868550723644415,1.2164235755131503,5,True,,56.79,3.3405,17.0,24.56,15.0,6.5e-05,1.359,2.127,15.67,0.415,15.67,,False,,0.314577,False,80.0,
AWL.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-8.900120800389132,-9.200120800389133,-1.0337074076552852,2,True,,4.6,0.2189,21.0,30.38,47.0,0.000327,2.024,0.314,8.82,0.685,43.8,,False,,0.017826,False,6.0,
SOBHA.NS,2023-12-11,2023-12-13,AVOID,AVOID,,CAUTION,NEUTRAL,26.0,STOP_HIT,2,-7.985974617910524,-8.285974617910524,-1.0375658594415234,1,True,,22.41,2.8014,8.0,37.89,39.0,-0.000176,0.704,0.545,1.71,1.98,1.71,,True,,0.050974,False,80.0,
AXISBANK.NS,2023-12-11,2024-01-18,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,45.0,STOP_HIT,27,-3.9177081509282425,-4.217708150928242,-1.0765753824538766,6,True,,9.84,0.6559,15.0,14.89,18.0,0.000136,1.46,0.934,3.07,0.794,3.07,,False,,0.053174,False,50.0,
SAREGAMA.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-6.874367446224704,-7.174367446224704,-1.0436403788925708,2,True,,12.52,2.5032,5.0,14.54,23.0,-0.000166,1.39,0.681,0.99,1.712,21.44,,False,,0.018312,False,19.0,
BOSCHLTD.NS,2023-12-11,2024-01-09,AVOID,AVOID,,CAUTION,NEUTRAL,31.2,TARGET_HIT,20,4.56830840398688,4.268308403986881,1.167912722426377,4,True,,14.94,0.9957,15.0,3.33,6.0,-0.000282,1.052,1.541,1.4,0.743,1.4,,False,,1.042513,False,31.0,
SARDAEN.NS,2023-12-11,2024-01-24,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,31,-8.881094602755317,-9.181094602755318,-1.033779619902588,7,True,,28.54,1.7839,16.0,14.02,14.0,-0.000495,0.879,1.338,2.94,0.615,2.94,,False,,0.012204,False,88.0,
SAPPHIRE.NS,2023-12-11,2024-02-07,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,-3.2897511598481457,-3.5897511598481455,-0.6497132158012916,8,True,,9.22,2.3062,4.0,8.07,17.0,-0.000221,0.707,1.539,3.55,0.315,9.26,,False,,0.013362,False,10.0,
RAMCOCEM.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-4.513456270899769,-4.813456270899769,-1.0664679088472024,2,True,,8.25,1.0311,8.0,8.63,22.0,-0.000147,1.234,0.987,1.74,0.41,1.74,,False,,0.049123,False,55.0,
RAINBOW.NS,2023-12-11,2024-01-01,AVOID,AVOID,,CAUTION,NEUTRAL,30.4,TARGET_HIT,14,9.609216248201692,9.309216248201691,1.2109749650425277,3,True,,18.64,2.0707,9.0,9.25,15.0,-0.0,1.087,0.72,5.59,0.728,6.12,,False,,0.052964,False,52.0,
BIKAJI.NS,2023-12-11,2023-12-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,7.7461312901427775,7.446131290142778,1.2015887368863485,3,True,,25.46,1.0182,25.0,7.93,7.0,0.000418,1.011,1.293,6.87,0.73,6.87,,False,,0.025051,False,55.0,
RAILTEL.NS,2023-12-11,2023-12-29,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,13,10.584699194783507,10.284699194783506,1.214571501457043,3,True,,18.09,2.0097,9.0,32.95,35.0,-0.00036,0.814,0.528,2.58,1.267,2.58,,False,,0.014011,False,90.0,
RADICO.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,6,-8.671033021079962,-8.971033021079963,-1.0345979538159613,2,True,,27.87,1.8582,15.0,26.53,17.0,0.000903,1.329,0.46,11.74,1.719,11.74,,True,,0.079242,False,69.0,
BIOCON.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,4.9477863719679425,4.647786371967943,1.1742085304805,1,True,,5.99,1.9964,3.0,3.35,7.0,-0.000172,0.908,1.243,2.06,0.555,14.39,,False,,0.011433,False,6.0,
PVRINOX.NS,2023-12-11,2023-12-22,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,9,-3.8445333728812523,-4.144533372881252,-1.078032877049827,2,True,,7.63,0.6356,12.0,9.81,20.0,-8.2e-05,0.879,0.695,1.35,2.312,8.08,,False,,0.08429,False,17.0,
PTCIL.NS,2023-12-11,2023-12-13,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,8.983120909569097,8.683120909569096,1.2082550425653817,1,True,,6.63,1.326,5.0,7.08,6.0,-0.000966,0.733,1.683,6.56,0.303,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
BHEL.NS,2023-12-11,2023-12-21,AVOID,"AVOID,MONITOR",,CAUTION,,0.0,STOP_HIT,8,-7.26082582490578,-7.56082582490578,-1.041317614171511,2,True,,16.7,2.7827,6.0,33.87,26.0,1.8e-05,1.797,0.534,2.58,0.496,2.58,,True,,0.008556,False,89.0,
BLS.NS,2023-12-11,2023-12-13,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,8.346820852539116,8.046820852539115,1.2050727149144558,1,True,,25.96,3.7081,7.0,13.88,25.0,-0.000318,0.806,0.299,0.99,9.041,1.89,,False,,0.014111,False,67.0,
PPLPHARMA.NS,2023-12-11,2023-12-22,AVOID,AVOID,,CAUTION,NEUTRAL,25.6,TARGET_HIT,9,8.559098410316881,8.25909841031688,1.2061869741387738,2,True,,28.91,7.2272,4.0,12.17,19.0,-0.000752,0.589,0.587,3.38,2.734,11.16,,False,,0.006068,False,53.0,
BLUEDART.NS,2023-12-11,2023-12-12,ALERT_WATCHLIST,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,51.6,TARGET_HIT,1,8.901730761585702,8.601730761585701,2.005009495774373,1,True,,10.29,1.0288,10.0,12.88,20.0,-7.4e-05,0.774,0.525,1.77,2.073,5.41,,False,,0.357642,False,33.0,BULLISH_ALIGNMENT
POWERINDIA.NS,2023-12-11,2023-12-19,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,46.6,TARGET_HIT,6,7.98909642431201,7.689096424312011,1.2030610246662157,2,True,,15.89,1.7657,9.0,13.29,23.0,-0.000109,1.333,0.667,1.93,0.547,1.93,,False,,0.231601,False,58.0,
BLUEJET.NS,2023-12-11,2023-12-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,13.038307516062728,12.738307516062727,1.2212385982967497,3,False,INSUFFICIENT_PIVOTS,,,,,,,,,,,,,,INSUFFICIENT_HISTORY,,True,,
POWERGRID.NS,2023-12-11,2024-01-05,AVOID,AVOID,,CAUTION,NEUTRAL,10.8,TARGET_HIT,18,5.282329240882245,4.982329240882245,1.1790085901693321,4,True,,9.58,0.7367,13.0,11.87,19.0,6.4e-05,1.881,0.976,1.05,0.975,13.5,,False,,0.010999,False,4.0,
BLUESTARCO.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-6.3159373244960255,-6.615937324496025,-1.0474988880647162,2,True,,21.74,5.4361,4.0,12.12,25.0,-0.000418,0.586,0.558,3.89,0.223,3.89,,False,,0.047514,False,63.0,
POONAWALLA.NS,2023-12-11,2024-02-05,AVOID,AVOID,,CAUTION,NEUTRAL,24.8,TARGET_HIT,38,164.9235559848718,164.62355598487179,1.2477262192913523,8,True,,248.92,31.1148,8.0,66.8,6.0,0.056104,0.107,0.0,65.99,1.167,72.57,,False,,0.020246,False,24.0,
POLYMED.NS,2023-12-11,2023-12-20,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,49.2,STOP_HIT,7,-7.346038033342757,-7.646038033342757,-1.0408383401553787,2,True,,16.01,1.7785,9.0,11.45,15.0,-0.000183,0.601,0.719,6.13,1.111,6.13,,True,,0.074975,False,71.0,
PRESTIGE.NS,2023-12-11,2023-12-13,MONITOR,MONITOR,,CAUTION,NEUTRAL,43.6,STOP_HIT,2,-8.90417018178314,-9.204170181783141,-1.0336920784166688,1,True,,15.27,7.6371,2.0,39.65,32.0,-0.000296,1.276,0.606,1.74,1.08,1.74,,True,,0.056077,False,93.0,
RBLBANK.NS,2023-12-11,2023-12-15,ALERT_WATCHLIST,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,60.4,TARGET_HIT,4,11.555338859093126,11.255338859093126,1.093542271215198,1,True,,22.91,1.5276,15.0,19.19,17.0,-0.000273,1.269,0.761,1.39,1.646,1.39,,True,,0.013178,False,77.0,BULLISH_ALIGNMENT
RECLTD.NS,2023-12-11,2023-12-18,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,5,-30.170062131984526,-30.470062131984527,-1.0099436321571893,1,True,,13.62,2.7233,5.0,71.54,16.0,-0.004373,0.106,3537.399,9.62,0.002,77.99,,False,,0.0494,False,10.0,
BHARTIARTL.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-3.288784379247583,-3.5887843792475826,-1.0912191148477282,2,True,,6.45,0.4301,15.0,14.39,38.0,-3e-06,0.887,0.934,4.31,1.297,4.31,,False,,0.047666,False,42.0,
SANSERA.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,6,7.150172810029626,6.850172810029626,1.1975537151390279,2,True,,6.39,3.1932,2.0,12.37,14.0,-8.2e-05,1.075,0.69,2.62,0.635,8.07,,False,,0.043701,False,15.0,
BATAINDIA.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-3.709913254305647,-4.009913254305647,-1.080864424431441,2,True,,5.47,2.7337,2.0,9.34,22.0,-0.000165,1.284,0.537,1.11,2.762,5.79,,False,,0.079478,False,10.0,
SAMMAANCAP.NS,2023-12-11,2023-12-12,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,1,-26.904601498068843,-27.204601498068843,-1.0111505089574189,1,True,,889.29,80.8442,11.0,47.05,11.0,-0.001718,0.0,1.285,40.73,7.791,40.73,,False,,0.046914,False,10.0,
BAYERCROP.NS,2023-12-11,2024-01-09,AVOID,AVOID,,CAUTION,NEUTRAL,17.4,TARGET_HIT,20,6.390252364242621,6.090252364242621,1.1913168715998823,4,True,,16.87,1.406,12.0,7.55,18.0,-8.6e-05,0.562,1.021,2.69,0.801,2.69,,False,,0.260676,False,37.0,
SAIL.NS,2023-12-11,2023-12-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,6.108207431895532,5.808207431895532,1.188607192997106,1,True,,11.86,0.6975,17.0,12.81,15.0,0.000198,1.984,0.605,0.3,1.317,2.75,,False,,0.004801,False,27.0,
BBTC.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-7.722989229892,-8.022989229892,-1.0388450625877923,2,True,,14.59,1.1225,13.0,11.59,16.0,-0.000363,0.342,0.873,9.41,0.438,10.53,,False,,0.065878,False,69.0,
RVNL.NS,2023-12-11,2024-01-10,ALERT_WATCHLIST,"ALERT_WATCHLIST,AVOID,MONITOR",is_ascending_triangle_breakout,CAUTION,NEUTRAL,57.4,TARGET_HIT,21,15.24817409449992,14.948174094499919,3.5662792845352334,5,True,,20.37,1.1314,18.0,10.34,14.0,-0.000195,1.381,0.484,1.36,3.518,10.49,,False,,0.008494,False,87.0,BULLISH_ALIGNMENT
BDL.NS,2023-12-11,2023-12-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,8.33744282550856,8.03744282550856,1.2050221803197636,1,True,,18.22,2.6032,7.0,27.76,26.0,2.5e-05,2.127,0.556,2.24,1.103,2.24,,True,,0.035067,False,53.0,
RRKABEL.NS,2023-12-11,2023-12-20,MONITOR,MONITOR,,CAUTION,NEUTRAL,100.0,STOP_HIT,7,-6.8146126339958935,-7.114612633995893,-1.0440230451989885,2,True,,39.14,1.864,21.0,14.59,13.0,-0.000774,0.525,0.831,5.98,0.617,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
RPOWER.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-9.173779088736206,-9.473779088736206,-1.032701899304328,2,True,,52.73,3.2958,16.0,18.06,16.0,-0.000446,1.194,0.455,2.78,1.617,2.78,,True,,0.001167,False,76.0,
RKFORGE.NS,2023-12-11,2024-01-10,AVOID,"AVOID,MONITOR",,CAUTION,,0.0,TARGET_HIT,21,8.86461339782947,8.564613397829469,1.2076969707340184,5,True,,22.6,2.5115,9.0,11.25,7.0,0.000182,0.381,,10.05,0.392,10.05,,False,,0.034902,False,92.0,
